run_timestamp_utc,dataset,missingness_type,missing_rate,imputation_method,model_name,row_index,column_name,prediction,ground_truth,abs_error,source
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,6,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,20,SeniorCitizen,0.1649321980447808,1.0,0.8350678019552191,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,39,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,51,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,61,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,71,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,76,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,95,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,96,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,98,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,99,SeniorCitizen,0.1649321980447808,1.0,0.8350678019552191,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,115,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,124,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,130,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,135,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,136,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,166,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
2026-05-08T13:28:00.484198+00:00,Telco,MCAR,10%,Mean/Mode,,167,SeniorCitizen,0.1649321980447808,0.0,0.1649321980447808,tabular_imputer
