run_timestamp_utc,dataset,missingness_type,missing_rate,imputation_method,model_name,row_index,column_name,prediction,ground_truth,abs_error,source
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,10,TotalCharges,2162.7894042351454,587.45,1575.3394042351454,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,12,TotalCharges,2162.7894042351454,5681.1,3518.310595764855,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,35,TotalCharges,2162.7894042351454,7251.7,5088.910595764854,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,41,TotalCharges,2162.7894042351454,4872.35,2709.560595764855,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,54,TotalCharges,2162.7894042351454,4456.35,2293.560595764855,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,55,TotalCharges,2162.7894042351454,1752.55,410.23940423514546,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,75,TotalCharges,2162.7894042351454,6139.5,3976.7105957648546,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,87,TotalCharges,2162.7894042351454,1057.0,1105.7894042351454,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,96,TotalCharges,2162.7894042351454,4748.7,2585.9105957648544,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,103,TotalCharges,2162.7894042351454,3027.25,864.4605957648546,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,120,TotalCharges,2162.7894042351454,5515.45,3352.6605957648544,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,121,TotalCharges,2162.7894042351454,112.75,2050.0394042351454,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,144,TotalCharges,2162.7894042351454,1756.2,406.58940423514537,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,148,TotalCharges,2162.7894042351454,1929.95,232.83940423514537,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,157,TotalCharges,2162.7894042351454,419.9,1742.8894042351453,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,158,TotalCharges,2162.7894042351454,1024.0,1138.7894042351454,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,173,TotalCharges,2162.7894042351454,5000.2,2837.4105957648544,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,205,TotalCharges,2162.7894042351454,2684.85,522.0605957648545,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,209,TotalCharges,2162.7894042351454,6654.1,4491.310595764855,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,217,TotalCharges,2162.7894042351454,3789.2,1626.4105957648544,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,247,TotalCharges,2162.7894042351454,1074.3,1088.4894042351455,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,256,TotalCharges,2162.7894042351454,7008.15,4845.360595764854,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,257,TotalCharges,2162.7894042351454,5791.1,3628.310595764855,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,263,TotalCharges,2162.7894042351454,1520.1,642.6894042351455,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,265,TotalCharges,2162.7894042351454,5526.75,3363.9605957648546,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,290,TotalCharges,2162.7894042351454,1712.7,450.08940423514537,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,292,TotalCharges,2162.7894042351454,1940.8,221.98940423514546,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,297,TotalCharges,2162.7894042351454,3437.5,1274.7105957648546,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,303,TotalCharges,2162.7894042351454,4109.0,1946.2105957648546,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,307,TotalCharges,2162.7894042351454,2054.4,108.38940423514532,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,316,TotalCharges,2162.7894042351454,1355.1,807.6894042351455,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,317,TotalCharges,2162.7894042351454,3058.65,895.8605957648547,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,323,TotalCharges,2162.7894042351454,422.3,1740.4894042351455,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,324,TotalCharges,2162.7894042351454,4176.7,2013.9105957648544,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,349,TotalCharges,2162.7894042351454,6430.9,4268.110595764854,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,350,TotalCharges,2162.7894042351454,2278.75,115.96059576485459,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,354,TotalCharges,2162.7894042351454,840.1,1322.6894042351455,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,368,TotalCharges,2162.7894042351454,6962.85,4800.060595764855,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,370,TotalCharges,2162.7894042351454,690.25,1472.5394042351454,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,373,TotalCharges,2162.7894042351454,5608.4,3445.610595764854,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,384,TotalCharges,2162.7894042351454,5067.45,2904.6605957648544,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,393,TotalCharges,2162.7894042351454,367.55,1795.2394042351455,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,398,TotalCharges,2162.7894042351454,1803.7,359.08940423514537,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,399,TotalCharges,2162.7894042351454,415.1,1747.6894042351455,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,411,TotalCharges,2162.7894042351454,1066.15,1096.6394042351453,tabular_imputer
2026-05-08T13:28:00.449791+00:00,Telco,MAR,"missing totalCharges -> tenure, 10%",Mean/Mode,,416,TotalCharges,2162.7894042351454,6858.9,4696.110595764854,tabular_imputer
