run_timestamp_utc,dataset,missingness_type,missing_rate,imputation_method,model_name,row_index,column_name,prediction,ground_truth,abs_error,source
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,10,tenure,30.851869380028397,13.0,17.851869380028397,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,12,tenure,30.851869380028397,58.0,27.148130619971603,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,35,tenure,30.851869380028397,72.0,41.1481306199716,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,41,tenure,30.851869380028397,70.0,39.1481306199716,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,54,tenure,30.851869380028397,60.0,29.148130619971603,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,55,tenure,30.851869380028397,18.0,12.851869380028395,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,75,tenure,30.851869380028397,56.0,25.148130619971603,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,87,tenure,30.851869380028397,48.0,17.148130619971603,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,96,tenure,30.851869380028397,71.0,40.1481306199716,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,103,tenure,30.851869380028397,66.0,35.1481306199716,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,120,tenure,30.851869380028397,56.0,25.148130619971603,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,121,tenure,30.851869380028397,6.0,24.851869380028397,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,144,tenure,30.851869380028397,71.0,40.1481306199716,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,148,tenure,30.851869380028397,30.0,0.851869380028397,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,157,tenure,30.851869380028397,22.0,8.851869380028397,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,158,tenure,30.851869380028397,16.0,14.851869380028395,tabular_imputer
2026-05-08T13:28:00.467103+00:00,Telco,MNAR,"tenure, 10%",Mean/Mode,,173,tenure,30.851869380028397,53.0,22.148130619971603,tabular_imputer
